iter	Passed	Remaining
2327	1360597	4483892
2328	1360928	4482474
2329	1361230	4480959
2330	1361548	4479501
2331	1361863	4478032
2332	1362218	4476695
2333	1362487	4475075
2334	1362788	4473564
2335	1363076	4472009
2336	1363358	4470438
2337	1363710	4469096
2338	1364018	4467611
2339	1364338	4466168
2340	1364616	4464588
2341	1364997	4463342
2342	1365278	4461775
2343	1365565	4460227
2344	1365845	4458655
2345	1366147	4457159
2346	1366476	4455750
2347	1366776	4454247
2348	1367074	4452739
2349	1367390	4451292
2350	1367709	4449854
2351	1368059	4448519
2352	1368386	4447110
2353	1368696	4445646
2354	1369006	4444185
2355	1369355	4442848
2356	1369686	4441458
2357	1369979	4439941
2358	1370260	4438390
2359	1370586	4436984
2360	1370897	4435528
2361	1371235	4434163
2362	1371541	4432697
2363	1371820	4431141
2364	1372173	4429829
2365	1372499	4428427
2366	1372802	4426955
2367	1373098	4425459
2368	1373409	4424011
2369	1373703	4422512
2370	1374008	4421051
2371	1374335	4419659
2372	1374686	4418343
2373	1375060	4417106
2374	1375397	4415750
2375	1375730	4414380
2376	1376085	4413084
2377	1376408	4411685
2378	1376727	4410274
2379	1377011	4408752
2380	1377366	4407457
2381	1377686	4406052
2382	1377993	4404607
2383	1378284	4403109
2384	1378596	4401680
2385	1378922	4400300
2386	1379219	4398827
2387	1379532	4397404
2388	1379852	4396006
2389	1380143	4394515
2390	1380476	4393159
2391	1380782	4391720
2392	1381081	4390256
2393	1381402	4388866
2394	1381715	4387450
2395	1382007	4385970
2396	1382274	4384409
2397	1382635	4383150
2398	1382985	4381856
2399	1383285	4380403
2400	1383609	4379028
2401	1383927	4377634
2402	1384260	4376292
2403	1384590	4374935
2404	1384930	4373617
2405	1385230	4372171
2406	1385556	4370807
2407	1385895	4369484
2408	1386263	4368255
2409	1386572	4366839
2410	1386912	4365525
2411	1387206	4364065
2412	1387565	4362810
2413	1387864	4361367
2414	1388221	4360108
2415	1388522	4358674
2416	1388823	4357238
2417	1389150	4355889
2418	1389444	4354436
2419	1389774	4353095
2420	1390083	4351690
2421	1390392	4350285
2422	1390705	4348896
2423	1391009	4347477
2424	1391303	4346030
2425	1391600	4344592
2426	1391859	4343037
2427	1392180	4341675
2428	1392480	4340252
2429	1392793	4338866
2430	1393100	4337465
2431	1393409	4336069
2432	1393759	4334803
2433	1394104	4333523
2434	1394452	4332250
2435	1394778	4330911
2436	1395107	4329584
2437	1395448	4328293
2438	1395754	4326894
2439	1396061	4325501
2440	1396347	4324042
2441	1396683	4322740
2442	1396968	4321282
2443	1397275	4319891
2444	1397550	4318401
2445	1397858	4317016
2446	1398176	4315661
2447	1398515	4314373
2448	1398813	4312960
2449	1399141	4311640
2450	1399450	4310262
2451	1399762	4308892
2452	1400128	4307692
2453	1400475	4306433
2454	1400786	4305064
2455	1401116	4303756
2456	1401443	4302436
2457	1401757	4301080
2458	1402076	4299739
2459	1402393	4298393
2460	1402719	4297075
2461	1403077	4295854
2462	1403381	4294472
2463	1403679	4293070
2464	1403996	4291730
2465	1404327	4290431
2466	1404657	4289131
2467	1404978	4287802
2468	1405295	4286465
2469	1405592	4285066
2470	1405929	4283788
2471	1406235	4282419
2472	1406596	4281219
2473	1406934	4279945
2474	1407237	4278570
2475	1407557	4277247
2476	1407853	4275850
2477	1408184	4274562
2478	1408555	4273394
2479	1408842	4271972
2480	1409182	4270714
2481	1409501	4269391
2482	1409804	4268023
2483	1410178	4266867
2484	1410517	4265609
2485	1410859	4264360
2486	1411189	4263075
2487	1411554	4261895
2488	1411909	4260687
2489	1412260	4259468
2490	1412687	4258478
2491	1413082	4257393
2492	1413480	4256316
2493	1413856	4255176
2494	1414228	4254020
2495	1414606	4252888
2496	1414969	4251707
2497	1415309	4250460
2498	1415644	4249200
2499	1416007	4248023
2500	1416353	4246794
2501	1416746	4245709
2502	1417087	4244470
2503	1417443	4243272
2504	1417796	4242071
2505	1418125	4240796
2506	1418477	4239591
2507	1418833	4238396
2508	1419122	4237006
2509	1419455	4235744
2510	1419771	4234435
2511	1420081	4233110
2512	1420362	4231698
2513	1420676	4230382
2514	1420995	4229085
2515	1421295	4227731
2516	1421606	4226411
2517	1421882	4224988
2518	1422219	4223750
2519	1422529	4222428
2520	1422820	4221051
2521	1423150	4219792
2522	1423474	4218517
2523	1423772	4217163
2524	1424099	4215899
2525	1424399	4214553
2526	1424710	4213240
2527	1425040	4211988
2528	1425372	4210737
2529	1425702	4209483
2530	1426023	4208204
2531	1426359	4206971
2532	1426698	4205748
2533	1426993	4204392
2534	1427275	4203003
2535	1427622	4201802
2536	1427963	4200586
2537	1428277	4199292
2538	1428593	4198004
2539	1428922	4196755
2540	1429217	4195408
2541	1429573	4194239
2542	1429901	4192991
2543	1430221	4191718
2544	1430507	4190346
2545	1430860	4189173
2546	1431184	4187913
2547	1431519	4186687
2548	1431862	4185488
2549	1432166	4184172
2550	1432463	4182837
2551	1432809	4181647
2552	1433159	4180469
2553	1433503	4179273
2554	1433816	4177988
2555	1434158	4176789
2556	1434481	4175535
2557	1434827	4174349
2558	1435191	4173214
2559	1435556	4172086
2560	1435939	4171008
2561	1436305	4169882
2562	1436641	4168671
2563	1436974	4167450
2564	1437391	4166475
2565	1437735	4165287
2566	1438056	4164033
2567	1438371	4162763
2568	1438761	4161712
2569	1439113	4160550
2570	1439452	4159350
2571	1439817	4158229
2572	1440167	4157062
2573	1440480	4155790
2574	1440827	4154617
2575	1441162	4153411
2576	1441524	4152284
2577	1441858	4151075
2578	1442212	4149927
2579	1442607	4148894
2580	1442975	4147786
2581	1443317	4146602
2582	1443656	4145412
2583	1443990	4144208
2584	1444355	4143094
2585	1444719	4141977
2586	1445073	4140831
2587	1445403	4139617
2588	1445730	4138396
2589	1446022	4137076
2590	1446337	4135823
2591	1446666	4134609
2592	1447019	4133463
2593	1447336	4132218
2594	1447683	4131056
2595	1448016	4129860
2596	1448340	4128633
2597	1448726	4127587
2598	1449072	4126427
2599	1449338	4125039
2600	1449661	4123815
2601	1450033	4122730
2602	1450382	4121583
2603	1450727	4120422
2604	1451143	4119465
2605	1451479	4118281
2606	1451840	4117167
2607	1452212	4116086
2608	1452579	4114991
2609	1452931	4113856
2610	1453272	4112689
2611	1453590	4111457
2612	1453912	4110238
2613	1454248	4109059
2614	1454597	4107917
2615	1454914	4106686
2616	1455238	4105473
2617	1455544	4104212
2618	1455847	4102943
2619	1456182	4101766
2620	1456509	4100564
2621	1456807	4099285
2622	1457133	4098084
2623	1457460	4096885
2624	1457790	4095697
2625	1458157	4094613
2626	1458498	4093456
2627	1458817	4092238
2628	1459166	4091105
2629	1459474	4089859
2630	1459792	4088638
2631	1460138	4087499
2632	1460425	4086196
2633	1460763	4085036
2634	1461145	4083999
2635	1461487	4082850
2636	1461793	4081602
2637	1462107	4080377
2638	1462462	4079267
2639	1462809	4078136
2640	1463139	4076957
2641	1463478	4075803
2642	1463836	4074703
2643	1464199	4073619
2644	1464546	4072492
2645	1464900	4071383
2646	1465293	4070383
2647	1465610	4069172
2648	1465906	4067904
2649	1466211	4066661
2650	1466538	4065482
2651	1466912	4064433
2652	1467262	4063316
2653	1467574	4062094
2654	1467877	4060850
2655	1468200	4059662
2656	1468540	4058522
2657	1468839	4057267
2658	1469155	4056063
2659	1469523	4055001
2660	1469874	4053891
2661	1470186	4052677
2662	1470507	4051489
2663	1470786	4050183
2664	1471133	4049066
2665	1471496	4047994
2666	1471861	4046928
2667	1472177	4045730
2668	1472516	4044591
2669	1472842	4043421
2670	1473119	4042117
2671	1473420	4040878
2672	1473767	4039766
2673	1474073	4038543
2674	1474390	4037349
2675	1474702	4036142
2676	1475008	4034922
2677	1475335	4033757
2678	1475668	4032612
2679	1475992	4031443
2680	1476306	4030245
2681	1476662	4029164
2682	1476983	4027987
2683	1477291	4026774
2684	1477641	4025679
2685	1477957	4024490
2686	1478245	4023226
2687	1478564	4022046
2688	1478883	4020868
2689	1479167	4019596
2690	1479541	4018570
2691	1479870	4017419
2692	1480225	4016341
2693	1480544	4015166
2694	1480891	4014068
2695	1481210	4012894
2696	1481514	4011678
2697	1481793	4010399
2698	1482088	4009161
2699	1482394	4007954
2700	1482712	4006781
2701	1483039	4005634
2702	1483368	4004492
2703	1483691	4003332
2704	1484018	4002187
2705	1484364	4001090
2706	1484694	3999955
2707	1484999	3998749
2708	1485356	3997686
2709	1485644	3996437
2710	1485965	3995278
2711	1486258	3994045
2712	1486604	3992955
2713	1486981	3991947
2714	1487402	3991060
2715	1487821	3990166
2716	1488186	3989127
2717	1488557	3988107
2718	1488899	3987008
2719	1489260	3985961
2720	1489638	3984960
2721	1489999	3983915
2722	1490379	3982920
2723	1490708	3981789
2724	1491061	3980724
2725	1491443	3979736
2726	1491773	3978609
2727	1492098	3977470
2728	1492455	3976417
2729	1492787	3975298
2730	1493103	3974137
2731	1493465	3973099
2732	1493830	3972070
2733	1494209	3971078
2734	1494628	3970191
2735	1494997	3969174
2736	1495375	3968181
2737	1495770	3967232
2738	1496115	3966153
2739	1496460	3965074
2740	1496787	3963946
2741	1497102	3962789
2742	1497420	3961641
2743	1497758	3960544
2744	1498101	3959463
2745	1498458	3958419
2746	1498763	3957238
2747	1499081	3956092
2748	1499420	3955001
2749	1499744	3953870
2750	1500035	3952655
2751	1500376	3951573
2752	1500668	3950361
2753	1500975	3949188
2754	1501338	3948166
2755	1501659	3947033
2756	1501927	3945758
2757	1502240	3944606
2758	1502599	3943575
2759	1502926	3942460
2760	1503231	3941286
2761	1503577	3940223
2762	1503914	3939135
2763	1504205	3937926
2764	1504550	3936861
2765	1504843	3935662
2766	1505143	3934479
2767	1505441	3933291
2768	1505764	3932171
2769	1506063	3930989
2770	1506398	3929901
2771	1506700	3928726
2772	1507038	3927648
2773	1507352	3926506
2774	1507647	3925315
2775	1507929	3924092
2776	1508209	3922865
2777	1508559	3921820
2778	1508892	3920732
2779	1509215	3919616
2780	1509524	3918466
2781	1509856	3917378
2782	1510174	3916251
2783	1510534	3915235
2784	1510847	3914098
2785	1511176	3913002
2786	1511473	3911825
2787	1511765	3910634
2788	1512055	3909441
2789	1512359	3908283
2790	1512681	3907172
2791	1512997	3906048
2792	1513300	3904889
2793	1513610	3903749
2794	1513958	3902709
2795	1514263	3901557
2796	1514589	3900459
2797	1514953	3899462
2798	1515285	3898382
2799	1515633	3897343
2800	1515961	3896253
2801	1516280	3895142
2802	1516598	3894028
2803	1516943	3892983
2804	1517256	3891858
2805	1517546	3890672
2806	1517838	3889495
2807	1518191	3888474
2808	1518582	3887548
2809	1519026	3886760
2810	1519419	3885844
2811	1519780	3884844
2812	1520156	3883883
2813	1520474	3882775
2814	1520796	3881677
2815	1521140	3880638
2816	1521486	3879601
2817	1521839	3878585
2818	1522170	3877510
2819	1522491	3876415
2820	1522788	3875255
2821	1523092	3874116
2822	1523408	3873008
2823	1523730	3871916
2824	1524067	3870861
2825	1524378	3869742
2826	1524721	3868704
2827	1524995	3867491
2828	1525355	3866499
2829	1525679	3865413
2830	1526031	3864400
2831	1526353	3863313
2832	1526749	3862412
2833	1527116	3861437
2834	1527466	3860422
2835	1527820	3859417
2836	1528158	3858371
2837	1528502	3857341
2838	1528797	3856188
2839	1529112	3855086
2840	1529438	3854013
2841	1529772	3852959
2842	1530126	3851957
2843	1530419	3850801
2844	1530717	3849660
2845	1531056	3848622
2846	1531448	3847717
2847	1531769	3846633
2848	1532054	3845461
2849	1532375	3844380
2850	1532676	3843250
2851	1533014	3842211
2852	1533322	3841098
2853	1533677	3840105
2854	1533995	3839019
2855	1534309	3837921
2856	1534668	3836940
2857	1534979	3835837
2858	1535313	3834793
2859	1535674	3833817
2860	1536077	3832945
2861	1536466	3832039
2862	1536910	3831271
2863	1537429	3830689
2864	1537936	3830078
2865	1538381	3829314
2866	1538771	3828410
2867	1539143	3827465
2868	1539523	3826540
2869	1539902	3825611
2870	1540250	3824605
2871	1540635	3823694
2872	1540969	3822655
2873	1541323	3821666
2874	1541662	3820641
2875	1542029	3819686
2876	1542408	3818761
2877	1542845	3817979
2878	1543230	3817069
2879	1543619	3816169
2880	1543984	3815211
2881	1544346	3814245
2882	1544792	3813489
2883	1545186	3812603
2884	1545550	3811643
2885	1545934	3810732
2886	1546331	3809855
2887	1546710	3808935
2888	1547054	3807927
2889	1547459	3807072
2890	1547811	3806086
2891	1548183	3805147
2892	1548550	3804198
2893	1548873	3803141
2894	1549218	3802140
2895	1549572	3801160
2896	1549951	3800242
2897	1550293	3799236
2898	1550661	3798291
2899	1551027	3797342
2900	1551367	3796332
2901	1551722	3795357
2902	1552083	3794397
2903	1552451	3793454
2904	1552792	3792447
2905	1553115	3791397
2906	1553505	3790511
2907	1553884	3789596
2908	1554231	3788605
2909	1554574	3787606
2910	1554938	3786656
2911	1555261	3785608
2912	1555630	3784673
2913	1556031	3783814
2914	1556453	3783009
2915	1556814	3782056
2916	1557141	3781019
2917	1557573	3780237
2918	1557892	3779183
2919	1558240	3778198
2920	1558621	3777296
2921	1558970	3776315
2922	1559316	3775327
2923	1559682	3774387
2924	1560080	3773527
2925	1560405	3772490
2926	1560730	3771454
2927	1561044	3770392
2928	1561404	3769439
2929	1561693	3768318
2930	1562006	3767254
2931	1562342	3766247
2932	1562689	3765265
2933	1563006	3764214
2934	1563348	3763223
2935	1563639	3762108
2936	1563956	3761056
2937	1564276	3760014
2938	1564579	3758929
2939	1564936	3757977
2940	1565270	3756969
2941	1565595	3755939
2942	1565908	3754882
2943	1566206	3753787
2944	1566530	3752758
2945	1566811	3751624
2946	1567102	3750517
2947	1567378	3749372
2948	1567699	3748337
2949	1568059	3747397
2950	1568359	3746312
2951	1568717	3745365
2952	1569059	3744382
2953	1569388	3743367
2954	1569711	3742340
2955	1569979	3741183
2956	1570264	3740064
2957	1570561	3738976
2958	1570913	3738020
2959	1571236	3736995
2960	1571509	3735852
2961	1571814	3734784
2962	1572160	3733814
2963	1572478	3732779
2964	1572742	3731616
2965	1573072	3730609
2966	1573417	3729640
2967	1573697	3728517
2968	1573993	3727433
2969	1574274	3726311
2970	1574577	3725244
2971	1574947	3724338
2972	1575263	3723301
2973	1575604	3722325
2974	1575951	3721364
2975	1576255	3720301
2976	1576549	3719216
2977	1576850	3718148
2978	1577202	3717200
2979	1577545	3716231
2980	1577887	3715261
2981	1578227	3714285
2982	1578558	3713290
2983	1578843	3712186
2984	1579144	3711122
2985	1579479	3710137
2986	1579812	3709148
2987	1580107	3708070
2988	1580456	3707119
2989	1580803	3706164
2990	1581160	3705233
2991	1581486	3704231
2992	1581800	3703198
2993	1582140	3702229
2994	1582483	3701268
2995	1582813	3700276
2996	1583075	3699124
2997	1583373	3698058
2998	1583699	3697058
2999	1584013	3696031
3000	1584269	3694868
3001	1584578	3693830
3002	1584886	3692791
3003	1585214	3691797
3004	1585538	3690796
3005	1585847	3689759
3006	1586141	3688689
3007	1586483	3687730
3008	1586766	3686635
3009	1587129	3685725
3010	1587463	3684750
3011	1587804	3683790
3012	1588120	3682773
3013	1588424	3681730
3014	1588741	3680715
3015	1589058	3679703
3016	1589383	3678709
3017	1589681	3677653
3018	1590037	3676731
3019	1590381	3675781
3020	1590691	3674755
3021	1590973	3673664
3022	1591303	3672684
3023	1591618	3671669
3024	1591919	3670625
3025	1592252	3669652
3026	1592584	3668679
3027	1592963	3667813
3028	1593331	3666924
3029	1593646	3665913
3030	1593980	3664944
3031	1594350	3664060
3032	1594655	3663028
3033	1594950	3661972
3034	1595254	3660938
3035	1595565	3659920
3036	1595886	3658926
3037	1596225	3657972
3038	1596520	3656920
3039	1596851	3655949
3040	1597156	3654919
3041	1597452	3653869
3042	1597805	3652951
3043	1598109	3651921
3044	1598396	3650852
3045	1598709	3649845
3046	1599014	3648817
3047	1599293	3647732
3048	1599565	3646632
3049	1599909	3645694
3050	1600263	3644781
3051	1600564	3643748
3052	1600905	3642806
3053	1601222	3641811
3054	1601531	3640797
3055	1601792	3639676
3056	1602122	3638709
3057	1602434	3637704
3058	1602754	3636716
3059	1603087	3635759
3060	1603428	3634821
3061	1603749	3633838
3062	1604025	3632753
3063	1604360	3631802
3064	1604660	3630773
3065	1604977	3629781
3066	1605306	3628819
3067	1605601	3627780
3068	1605904	3626759
3069	1606229	3625787
3070	1606515	3624729
3071	1606797	3623662
3072	1607136	3622724
3073	1607471	3621778
3074	1607761	3620730
3075	1608073	3619733
3076	1608415	3618804
3077	1608701	3617750
3078	1609028	3616787
3079	1609324	3615755
3080	1609594	3614665
3081	1609917	3613694
3082	1610231	3612705
3083	1610522	3611663
3084	1610854	3610716
3085	1611184	3609763
3086	1611492	3608762
3087	1611804	3607770
3088	1612089	3606718
3089	1612448	3605831
3090	1612774	3604871
3091	1613039	3603777
3092	1613336	3602752
3093	1613636	3601735
3094	1613971	3600798
3095	1614304	3599856
3096	1614636	3598914
3097	1614940	3597907
3098	1615267	3596954
3099	1615588	3595988
3100	1615921	3595047
3101	1616239	3594075
3102	1616563	3593116
3103	1616846	3592066
3104	1617152	3591067
3105	1617412	3589967
3106	1617694	3588917
3107	1618053	3588037
3108	1618392	3587115
3109	1618689	3586099
3110	1618986	3585085
3111	1619309	3584126
3112	1619639	3583186
3113	1619966	3582237
3114	1620299	3581303
3115	1620619	3580342
3116	1620956	3579416
3117	1621262	3578425
3118	1621627	3577562
3119	1621941	3576588
3120	1622242	3575587
3121	1622583	3574673
3122	1622868	3573636
3123	1623183	3572665
3124	1623502	3571705
3125	1623812	3570725
3126	1624104	3569705
3127	1624395	3568684
3128	1624739	3567780
3129	1625038	3566778
3130	1625383	3565877
3131	1625712	3564939
3132	1626043	3564008
3133	1626354	3563035
3134	1626667	3562064
3135	1626999	3561136
3136	1627304	3560150
3137	1627633	3559216
3138	1627942	3558239
3139	1628245	3557249
3140	1628577	3556324
3141	1628879	3555333
3142	1629211	3554408
3143	1629536	3553468
3144	1629846	3552495
3145	1630150	3551510
3146	1630451	3550519
3147	1630794	3549620
3148	1631118	3548679
3149	1631448	3547752
3150	1631774	3546817
3151	1632091	3545863
3152	1632444	3544987
3153	1632750	3544010
3154	1633043	3543006
3155	1633355	3542042
3156	1633678	3541102
3157	1633960	3540075
3158	1634291	3539154
3159	1634600	3538185
3160	1634913	3537227
3161	1635277	3536378
3162	1635620	3535483
3163	1635945	3534551
3164	1636248	3533572
3165	1636555	3532603
3166	1636880	3531670
3167	1637200	3530730
3168	1637513	3529774
3169	1637816	3528797
3170	1638133	3527850
3171	1638443	3526888
3172	1638746	3525913
3173	1639037	3524910
3174	1639379	3524021
3175	1639685	3523052
3176	1640012	3522128
3177	1640354	3521239
3178	1640668	3520290
3179	1641025	3519431
3180	1641352	3518510
3181	1641676	3517582
3182	1642020	3516699
3183	1642322	3515724
3184	1642611	3514724
3185	1642909	3513742
3186	1643208	3512764
3187	1643533	3511840
3188	1643876	3510957
3189	1644209	3510051
3190	1644558	3509181
3191	1644889	3508273
3192	1645200	3507321
3193	1645517	3506384
3194	1645834	3505446
3195	1646155	3504518
3196	1646508	3503658
3197	1646865	3502808
3198	1647171	3501848
3199	1647448	3500827
3200	1647727	3499813
3201	1648013	3498811
3202	1648326	3497870
3203	1648632	3496911
3204	1648993	3496071
3205	1649331	3495182
3206	1649686	3494330
3207	1650015	3493423
3208	1650366	3492565
3209	1650696	3491660
3210	1651040	3490786
3211	1651392	3489928
3212	1651668	3488912
3213	1651991	3487995
3214	1652351	3487156
3215	1652641	3486169
3216	1652978	3485282
3217	1653257	3484273
3218	1653584	3483366
3219	1653886	3482407
3220	1654226	3481528
3221	1654558	3480632
3222	1654850	3479653
3223	1655150	3478690
3224	1655446	3477720
3225	1655759	3476788
3226	1656064	3475837
3227	1656396	3474944
3228	1656671	3473931
3229	1656976	3472981
3230	1657280	3472031
3231	1657582	3471075
3232	1657872	3470097
3233	1658166	3469126
3234	1658479	3468195
3235	1658792	3467265
3236	1659096	3466317
3237	1659406	3465382
3238	1659717	3464448
3239	1660063	3463589
3240	1660368	3462644
3241	1660666	3461685
3242	1660996	3460794
3243	1661326	3459902
3244	1661688	3459077
3245	1661988	3458124
3246	1662286	3457167
3247	1662567	3456173
3248	1662853	3455194
3249	1663211	3454363
3250	1663547	3453485
3251	1663875	3452591
3252	1664176	3451643
3253	1664496	3450736
3254	1664801	3449796
3255	1665084	3448811
3256	1665458	3448016
3257	1665788	3447128
3258	1666142	3446291
3259	1666431	3445321
3260	1666758	3444430
3261	1667022	3443408
3262	1667321	3442459
3263	1667683	3441641
3264	1667967	3440660
3265	1668267	3439716
3266	1668573	3438784
3267	1668908	3437911
3268	1669229	3437010
3269	1669537	3436081
3270	1669839	3435142
3271	1670200	3434324
3272	1670539	3433461
3273	1670835	3432510
3274	1671153	3431604
3275	1671462	3430681
3276	1671790	3429797
3277	1672115	3428908
3278	1672436	3428010
3279	1672734	3427066
3280	1673079	3426217
3281	1673403	3425326
3282	1673706	3424394
3283	1674012	3423467
3284	1674299	3422502
3285	1674567	3421499
3286	1674907	3420644
3287	1675211	3419714
3288	1675497	3418747
3289	1675807	3417833
3290	1676132	3416946
3291	1676465	3416079
3292	1676766	3415144
3293	1677099	3414278
3294	1677396	3413336
3295	1677697	3412404
3296	1678032	3411541
3297	1678319	3410580
3298	1678593	3409595
3299	1678929	3408734
3300	1679262	3407870
3301	1679545	3406903
3302	1679851	3405983
3303	1680174	3405100
3304	1680495	3404211
3305	1680831	3403353
3306	1681140	3402441
3307	1681466	3401564
3308	1681745	3400592
3309	1682072	3399718
3310	1682383	3398810
3311	1682710	3397936
3312	1683026	3397042
3313	1683364	3396190
3314	1683667	3395269
3315	1683939	3394285
3316	1684258	3393398
3317	1684598	3392551
3318	1684916	3391661
3319	1685196	3390696
3320	1685524	3389827
3321	1685858	3388970
3322	1686125	3387980
3323	1686394	3386995
3324	1686728	3386139
3325	1687037	3385233
3326	1687377	3384390
3327	1687712	3383538
3328	1688012	3382617
3329	1688346	3381763
3330	1688650	3380848
3331	1688935	3379897
3332	1689279	3379065
3333	1689597	3378181
3334	1689924	3377316
3335	1690260	3376467
3336	1690599	3375625
3337	1690897	3374703
3338	1691231	3373852
3339	1691534	3372940
3340	1691800	3371954
3341	1692105	3371047
3342	1692473	3370265
3343	1692813	3369427
3344	1693145	3368575
3345	1693451	3367670
3346	1693759	3366771
3347	1694104	3365945
3348	1694410	3365042
3349	1694758	3364221
3350	1695089	3363369
3351	1695398	3362473
3352	1695661	3361485
3353	1695969	3360588
3354	1696284	3359705
3355	1696567	3358758
3356	1696858	3357829
3357	1697189	3356977
3358	1697463	3356014
3359	1697753	3355085
3360	1698090	3354247
3361	1698393	3353341
3362	1698714	3352473
3363	1699027	3351588
3364	1699318	3350662
3365	1699648	3349813
3366	1699981	3348969
3367	1700308	3348113
3368	1700583	3347157
3369	1700934	3346349
3370	1701264	3345501
3371	1701579	3344623
3372	1701850	3343660
3373	1702139	3342731
3374	1702494	3341932
3375	1702804	3341047
3376	1703106	3340146
3377	1703415	3339259
3378	1703701	3338327
3379	1703988	3337397
3380	1704303	3336522
3381	1704626	3335665
3382	1704960	3334827
3383	1705257	3333920
3384	1705570	3333042
3385	1705910	3332218
3386	1706243	3331380
3387	1706548	3330489
3388	1706870	3329631
3389	1707182	3328753
3390	1707457	3327805
3391	1707723	3326838
3392	1708086	3326062
3393	1708391	3325171
3394	1708705	3324300
3395	1709033	3323456
3396	1709345	3322581
3397	1709610	3321615
3398	1709930	3320755
3399	1710259	3319915
3400	1710552	3319005
3401	1710870	3318144
3402	1711198	3317301
3403	1711499	3316407
3404	1711784	3315483
3405	1712091	3314601
3406	1712416	3313754
3407	1712726	3312878
3408	1713056	3312043
3409	1713347	3311131
3410	1713655	3310254
3411	1713941	3309333
3412	1714288	3308532
3413	1714624	3307708
3414	1714970	3306904
3415	1715305	3306080
3416	1715602	3305183
3417	1715881	3304251
3418	1716206	3303409
3419	1716516	3302538
3420	1716827	3301668
3421	1717158	3300838
3422	1717493	3300016
3423	1717820	3299178
3424	1718091	3298233
3425	1718385	3297334
3426	1718685	3296446
3427	1718951	3295492
3428	1719291	3294681
3429	1719633	3293874
3430	1719975	3293068
3431	1720292	3292215
3432	1720603	3291348
3433	1720905	3290468
3434	1721243	3289654
3435	1721562	3288805
3436	1721862	3287920
3437	1722141	3286996
3438	1722450	3286129
3439	1722770	3285283
3440	1723104	3284465
3441	1723418	3283607
3442	1723817	3282913
3443	1724138	3282070
3444	1724444	3281199
3445	1724775	3280376
3446	1725092	3279526
3447	1725401	3278663
3448	1725711	3277800
3449	1726032	3276960
3450	1726342	3276099
3451	1726646	3275225
3452	1726940	3274335
3453	1727238	3273452
3454	1727570	3272632
3455	1727850	3271717
3456	1728153	3270844
3457	1728442	3269946
3458	1728737	3269057
3459	1729067	3268238
3460	1729430	3267479
3461	1729750	3266640
3462	1730051	3265766
3463	1730388	3264959
3464	1730662	3264033
3465	1731019	3263267
3466	1731325	3262402
3467	1731673	3261618
3468	1731986	3260767
3469	1732319	3259955
3470	1732644	3259128
3471	1732966	3258296
3472	1733289	3257465
3473	1733655	3256717
3474	1733979	3255888
3475	1734321	3255095
3476	1734619	3254219
3477	1734942	3253392
3478	1735272	3252575
3479	1735593	3251744
3480	1735912	3250909
3481	1736222	3250056
3482	1736562	3249262
3483	1736832	3248335
3484	1737122	3247447
3485	1737401	3246539
3486	1737696	3245659
3487	1738006	3244809
3488	1738285	3243902
3489	1738600	3243062
3490	1738891	3242179
3491	1739203	3241333
3492	1739529	3240515
3493	1739815	3239621
3494	1740133	3238788
3495	1740433	3237923
3496	1740738	3237067
3497	1741012	3236152
3498	1741302	3235269
3499	1741605	3234410
3500	1741907	3233550
3501	1742181	3232637
3502	1742470	3231752
3503	1742812	3230967
3504	1743159	3230191
3505	1743489	3229384
3506	1743793	3228528
3507	1744129	3227733
3508	1744446	3226902
3509	1744810	3226158
3510	1745126	3225328
3511	1745425	3224464
3512	1745708	3223572
3513	1746039	3222769
3514	1746345	3221920
3515	1746679	3221123
3516	1746996	3220294
3517	1747281	3219407
3518	1747597	3218579
3519	1747885	3217697
3520	1748163	3216798
3521	1748460	3215936
3522	1748764	3215085
3523	1749058	3214216
3524	1749403	3213443
3525	1749695	3212571
3526	1750004	3211732
3527	1750288	3210846
3528	1750582	3209979
3529	1750889	3209137
3530	1751288	3208463
3531	1751609	3207647
3532	1751955	3206877
3533	1752281	3206070
3534	1752588	3205229
3535	1752936	3204463
3536	1753210	3203562
3537	1753508	3202705
3538	1753873	3201970
3539	1754162	3201098
3540	1754462	3200247
3541	1754740	3199355
3542	1755079	3198574
3543	1755364	3197696
3544	1755692	3196895
3545	1755984	3196029
3546	1756296	3195201
3547	1756619	3194394
3548	1756922	3193548
3549	1757264	3192776
3550	1757559	3191918
3551	1757868	3191085
3552	1758217	3190325
3553	1758533	3189507
3554	1758876	3188735
3555	1759238	3188000
3556	1759551	3187177
3557	1759835	3186301
3558	1760155	3185490
3559	1760475	3184679
3560	1760804	3183886
3561	1761107	3183046
3562	1761434	3182250
3563	1761776	3181479
3564	1762039	3180567
3565	1762385	3179806
3566	1762665	3178925
3567	1762932	3178022
3568	1763255	3177219
3569	1763561	3176387
3570	1763881	3175579
3571	1764225	3174816
3572	1764537	3173994
3573	1764869	3173210
3574	1765189	3172402
3575	1765477	3171540
3576	1765801	3170741
3577	1766129	3169951
3578	1766458	3169161
3579	1766789	3168377
3580	1767093	3167544
3581	1767402	3166719
3582	1767701	3165877
3583	1768013	3165059
3584	1768352	3164289
3585	1768693	3163524
3586	1768980	3162662
3587	1769315	3161887
3588	1769638	3161089
3589	1769943	3160261
3590	1770269	3159469
3591	1770618	3158719
3592	1770951	3157942
3593	1771287	3157169
3594	1771617	3156387
3595	1771891	3155503
3596	1772233	3154743
3597	1772546	3153930
