iter	PRAUC	Logloss
522	0.6472373752	0.4501614523
523	0.6473093309	0.4501185908
524	0.6474133757	0.4500632909
525	0.6474749534	0.4500335101
526	0.6475499944	0.4499887458
527	0.6476790925	0.4499218768
528	0.6477277448	0.4498899354
529	0.6478119712	0.4498357621
530	0.6478736469	0.4497938809
531	0.6479281119	0.4497529406
532	0.6479723932	0.4497205594
533	0.6480507084	0.4496632159
534	0.6481192252	0.4496208242
535	0.6481555544	0.4495744614
536	0.648216513	0.4495345227
537	0.6482653958	0.4495012316
538	0.6483300044	0.4494636286
539	0.6484040471	0.4494089625
540	0.6484980064	0.4493644176
541	0.6485392184	0.4493273486
542	0.6485996873	0.449292755
543	0.6486470399	0.4492564228
544	0.6487006127	0.4492211177
545	0.6487502725	0.449181034
546	0.6488256536	0.4491248305
547	0.6488616907	0.4490966785
548	0.6489524762	0.4490440469
549	0.6489955086	0.4490024908
550	0.6490432562	0.4489687076
551	0.6490967919	0.4489334269
552	0.6491518342	0.4488873157
553	0.6491980019	0.4488570033
554	0.6492738166	0.4488194823
555	0.6493319172	0.4487802337
556	0.6494069736	0.4487256791
557	0.6494485239	0.4486885335
558	0.6494986766	0.4486469304
559	0.6495613147	0.4486019017
560	0.6496030958	0.448566817
561	0.6496738535	0.4485310424
562	0.6497358779	0.4484935092
563	0.6498055009	0.4484428063
564	0.6498540416	0.4484063525
565	0.6499058603	0.4483742103
566	0.6499484294	0.4483472063
567	0.6499865845	0.448315588
568	0.6500389454	0.4482741219
569	0.6500912957	0.4482414254
570	0.6501752789	0.4481903479
571	0.6502586956	0.4481396508
572	0.6503368975	0.4480943113
573	0.6503785104	0.4480628369
574	0.6504318103	0.4480223983
575	0.6504786302	0.4479940034
576	0.6505179066	0.4479635662
577	0.6506126927	0.447920622
578	0.6507223452	0.4478741752
579	0.6508166482	0.4478065141
580	0.6508721871	0.4477689043
581	0.6509153423	0.4477298768
582	0.6509700793	0.4476893013
583	0.651030579	0.4476502145
584	0.6510836235	0.4476075779
585	0.6511560909	0.4475646169
586	0.6512226445	0.4475203604
587	0.651291146	0.4474784878
588	0.6513324301	0.4474521392
589	0.6513894951	0.4474166324
590	0.6514351213	0.4473880975
591	0.6514830231	0.4473527326
592	0.6515171618	0.4473186558
593	0.6515605586	0.4472908773
594	0.651654286	0.4472169662
595	0.6517106502	0.4471757489
596	0.6517438632	0.4471420136
597	0.6518269159	0.4471011723
598	0.6518589449	0.4470746099
599	0.6519123567	0.4470346527
600	0.651947262	0.4470073886
601	0.6520467916	0.4469656999
602	0.6520726797	0.4469423628
603	0.6521243276	0.4469101724
604	0.6521646404	0.4468768841
605	0.6522055299	0.4468500104
606	0.6523031949	0.4467775781
607	0.6523533314	0.4467407255
608	0.652426588	0.4466929496
609	0.6524867111	0.4466585893
610	0.652554931	0.4466126988
611	0.6526094075	0.4465798173
612	0.6526759691	0.4465270975
613	0.6527801902	0.4464778773
614	0.6528646778	0.4464307123
615	0.6529190764	0.4463860805
616	0.6529669051	0.4463355915
617	0.6530342938	0.4462945304
618	0.6531068113	0.4462496692
619	0.6531523087	0.4462155782
620	0.653195935	0.4461888289
621	0.6532387123	0.4461490425
622	0.6533016087	0.446100796
623	0.6533753468	0.4460491169
624	0.6534136087	0.4460198097
625	0.6534963125	0.4459734911
626	0.6535632995	0.4459220616
627	0.6536187815	0.4458829521
628	0.6536695456	0.4458422052
629	0.6537485292	0.4457894056
630	0.6538095963	0.4457449449
631	0.6538823648	0.4456967411
632	0.653927707	0.4456660985
633	0.6539950185	0.4456275902
634	0.6540490126	0.4455942118
635	0.6541177414	0.4455526475
636	0.6541830838	0.4454960977
637	0.6542284579	0.4454583312
638	0.6542892284	0.4454227402
639	0.654329256	0.445389081
640	0.6543718762	0.4453598971
641	0.6544419251	0.4453197472
642	0.6545087651	0.4452724747
643	0.6546162368	0.4452008449
644	0.654691959	0.4451482798
645	0.6547567234	0.4451115251
646	0.6547959527	0.4450866956
647	0.6548957049	0.44503025
648	0.6549859886	0.4449626569
649	0.6550475053	0.4449091134
650	0.6551013472	0.4448692593
651	0.6551521094	0.4448248758
652	0.6552018062	0.4447923171
653	0.6552836093	0.4447562817
654	0.6553404996	0.4447198751
655	0.6554100136	0.4446718587
656	0.6554547407	0.4446449006
657	0.6555334274	0.4446137964
658	0.6555959326	0.444567252
659	0.655653432	0.4445211994
660	0.6557099139	0.4444893419
661	0.6557545865	0.4444615615
662	0.6558148689	0.4444205363
663	0.6558647463	0.4443873647
664	0.655911482	0.4443541456
665	0.6559798008	0.4443156473
666	0.6560304844	0.4442748275
667	0.6560763365	0.4442441631
668	0.6561251146	0.4442104676
669	0.6561893406	0.4441611885
670	0.6562414351	0.4441341412
671	0.6562778891	0.4441059302
672	0.6563256216	0.4440750877
673	0.6563845985	0.4440404239
674	0.6564341649	0.4440067689
675	0.6565069226	0.4439643615
676	0.6565482358	0.4439356007
677	0.6566102744	0.4438975697
678	0.6566583847	0.4438662209
679	0.6567245135	0.4438206495
680	0.6567767068	0.4437924266
681	0.6568441117	0.4437597902
682	0.6569161126	0.4437129689
683	0.6569610594	0.4436793339
684	0.6570177976	0.4436462969
685	0.6570574403	0.4436115641
686	0.6571311676	0.4435575549
687	0.6571802369	0.4435181061
688	0.6572191056	0.4434813243
689	0.6572712413	0.4434480888
690	0.6573435122	0.4434104371
691	0.6573909095	0.4433823408
692	0.657448585	0.4433419193
693	0.6575068142	0.4432963693
694	0.6576075114	0.4432315902
695	0.6576835317	0.4431902746
696	0.6577468678	0.4431450876
697	0.6577955929	0.4431153235
698	0.6578373167	0.4430851904
699	0.6578988178	0.4430526013
700	0.6579852246	0.4430049342
701	0.6580361737	0.4429720511
702	0.6581027131	0.4429461808
703	0.6581333814	0.4429062402
704	0.6581914073	0.4428621636
705	0.6582757271	0.4428186614
706	0.658295276	0.4427939856
707	0.6583592966	0.442752106
708	0.6584140548	0.4427149288
709	0.6584386886	0.4426964318
710	0.65848106	0.4426699766
711	0.6585413455	0.4426422882
712	0.6585989342	0.442611009
713	0.6586439402	0.4425830581
714	0.658691537	0.4425520285
715	0.6587836488	0.4425079104
716	0.658853637	0.4424525009
717	0.6589238842	0.4424078737
718	0.6589950399	0.4423723136
719	0.6590742732	0.4423273642
720	0.6591223805	0.4422845164
721	0.6591958088	0.4422287776
722	0.659273278	0.4421817184
723	0.6593102844	0.4421542502
724	0.6593928286	0.4421021772
725	0.6594482561	0.4420700548
726	0.6594800956	0.4420404992
727	0.659525496	0.4419996197
728	0.6595712166	0.4419698838
729	0.6596426911	0.4419323672
730	0.6596953244	0.4418872436
731	0.659759229	0.4418442009
732	0.6598328918	0.4418048239
733	0.6598503637	0.4417833377
734	0.6599062069	0.4417469949
735	0.6599903363	0.4416893456
736	0.6600342208	0.4416573237
737	0.6601021621	0.4416198374
738	0.6601385697	0.4415965888
739	0.6601892656	0.4415651171
740	0.6602471865	0.4415216266
741	0.6602813405	0.4415010207
742	0.660343515	0.4414621102
743	0.6604017854	0.4414174526
744	0.6604647477	0.4413786221
745	0.660507914	0.4413500087
746	0.6605490434	0.4413118591
747	0.6606051791	0.4412865527
748	0.6606664722	0.4412480833
749	0.6606877461	0.4412231511
750	0.6607497222	0.4411840092
751	0.6608083483	0.4411508505
752	0.660845222	0.441126384
753	0.6609046948	0.4410906177
754	0.6609586184	0.4410566124
755	0.6610253207	0.4410156841
756	0.6611100997	0.4409572582
757	0.6611368969	0.4409296281
758	0.6612163019	0.4408755702
759	0.6612901418	0.4408139957
760	0.6613287101	0.4407857369
761	0.6614164402	0.4407393283
762	0.6614826638	0.4406945451
763	0.6615456036	0.4406514826
764	0.6616240169	0.4406071356
765	0.6616672869	0.440580039
766	0.6617275434	0.4405287556
767	0.66176833	0.4405037538
768	0.6618505071	0.4404422942
769	0.6619108657	0.4404108225
770	0.6619690798	0.4403791224
771	0.6620677205	0.4403266397
772	0.6621196269	0.4402922515
773	0.6621619201	0.4402482515
774	0.6621934475	0.4402191789
775	0.6622477534	0.4401904345
776	0.662312155	0.4401509416
777	0.6623808562	0.4401130992
778	0.6624292129	0.440084183
779	0.6625124473	0.4400322312
780	0.6625711559	0.439996121
781	0.6626372377	0.4399570756
782	0.6626684945	0.4399211579
783	0.6627180121	0.4398959993
784	0.6627782252	0.4398531763
785	0.6628246818	0.4398208495
786	0.6628695825	0.4397881131
787	0.6629215252	0.4397514231
788	0.6630171417	0.439696795
789	0.6630620192	0.439662296
790	0.6631166325	0.4396309371
791	0.6631886693	0.439578637
792	0.6632445022	0.4395447722
793	0.6633158448	0.4395039558
794	0.6634014819	0.4394470629
795	0.6634425379	0.439423657
796	0.6634966889	0.4393832576
797	0.6635321919	0.4393494551
798	0.6636154746	0.4392946505
799	0.6636643378	0.439256576
800	0.6637028135	0.4392297635
801	0.6637344924	0.4392067161
802	0.6637643617	0.4391859606
803	0.6638512515	0.4391296768
804	0.6638829497	0.439108303
805	0.6639711781	0.4390566441
806	0.6640302187	0.4390197283
807	0.6640727562	0.4389972145
808	0.6641156741	0.4389658076
809	0.6641622968	0.4389347459
810	0.6642005244	0.4389080497
811	0.6642453934	0.4388783779
812	0.6643031775	0.4388354869
813	0.664353859	0.4388032757
814	0.6644029488	0.438761919
815	0.6644387469	0.4387361992
816	0.6644620744	0.4387161792
817	0.6645172869	0.4386636478
818	0.6646174497	0.4386018746
819	0.6646794305	0.438542002
820	0.664740509	0.4384970568
821	0.6648027988	0.4384554665
822	0.6648557451	0.4384225587
823	0.6649280647	0.4383752736
824	0.6649972651	0.4383357092
825	0.6650314589	0.4383124497
826	0.665067173	0.4382911144
827	0.6651237821	0.4382621733
828	0.6651954396	0.4382295111
829	0.665245054	0.4381986802
830	0.6652866398	0.4381767857
831	0.6653568819	0.4381275011
832	0.6654291184	0.4380815565
833	0.6654639589	0.438053877
834	0.6655360161	0.438007498
835	0.6656271	0.437950496
836	0.665685103	0.4379133341
837	0.6657509633	0.4378742232
838	0.6657845729	0.4378476674
839	0.6658566748	0.4378043156
840	0.6659135431	0.4377700756
841	0.6659843241	0.4377268499
842	0.6660203552	0.4376999447
843	0.6660735338	0.4376614821
844	0.6661022736	0.4376384743
845	0.6661583739	0.4376039163
846	0.6662455262	0.4375459236
847	0.666297106	0.4375174569
848	0.6663519824	0.4374846872
849	0.6664098012	0.4374475523
850	0.6664924587	0.4374027757
851	0.6665638309	0.437372573
852	0.6666182072	0.4373364847
853	0.6667088626	0.4372816077
854	0.6667735253	0.437246391
855	0.6668274564	0.437213035
856	0.6668807916	0.4371866942
857	0.6669280933	0.437153249
858	0.6670115966	0.4371051676
859	0.6670597016	0.4370684081
860	0.6671480451	0.4370211098
861	0.6672275595	0.43697333
862	0.6672812051	0.4369415538
863	0.6673526515	0.4368865513
864	0.6674225873	0.4368383304
865	0.6674568508	0.4368154018
866	0.6675034801	0.4367879165
867	0.6675637176	0.4367608552
868	0.6676296547	0.4367181964
869	0.6677043455	0.4366752773
870	0.6677499195	0.4366433859
871	0.6678134676	0.4366017912
872	0.6678694178	0.4365713157
873	0.667908593	0.4365497545
874	0.6679723181	0.4365008894
875	0.6680083023	0.4364769183
876	0.668078631	0.4364187386
877	0.6681241671	0.4363902457
878	0.6681513116	0.436360014
879	0.6682034858	0.436334491
880	0.6682648276	0.4362880738
881	0.6683376754	0.436251406
882	0.6683970594	0.4362071756
