iter	PRAUC	Logloss
2371	0.7465131491	0.3857199481
2372	0.7465459875	0.3856983205
2373	0.7466018526	0.3856609949
2374	0.7466455844	0.3856328866
2375	0.7466863173	0.3856082102
2376	0.7467453284	0.385575973
2377	0.7467919111	0.3855440033
2378	0.7468209606	0.385525479
2379	0.7468663342	0.3854951796
2380	0.7469060254	0.3854634675
2381	0.7469471965	0.3854271893
2382	0.7469882931	0.3853980495
2383	0.7470320601	0.3853742018
2384	0.7470707423	0.3853484954
2385	0.7471167985	0.3853167122
2386	0.7471806342	0.385284502
2387	0.7472073361	0.3852673564
2388	0.7472583171	0.3852338098
2389	0.7472966113	0.3852092984
2390	0.747328588	0.3851852302
2391	0.7473596601	0.3851673535
2392	0.7474005198	0.3851333816
2393	0.7474356609	0.3851081001
2394	0.7474860965	0.3850814323
2395	0.7475295094	0.3850534424
2396	0.7475589591	0.3850310714
2397	0.7476066916	0.3850034899
2398	0.7476436427	0.3849801253
2399	0.7476845308	0.3849557436
2400	0.7477271466	0.3849253904
2401	0.7477686048	0.3848965083
2402	0.7478171663	0.3848638399
2403	0.7478751094	0.3848313337
2404	0.7479362373	0.3847934698
2405	0.7479842175	0.3847614891
2406	0.7480296395	0.3847317944
2407	0.7480614391	0.3847108209
2408	0.748115596	0.3846814324
2409	0.7481702789	0.3846462845
2410	0.7482112335	0.3846222516
2411	0.7482554231	0.3845911863
2412	0.7483119969	0.3845559449
2413	0.7483474271	0.3845314751
2414	0.7483969259	0.384499022
2415	0.7484345178	0.3844676998
2416	0.7485024901	0.384430751
2417	0.748551029	0.3844045554
2418	0.7485968424	0.384371376
2419	0.7486452034	0.3843335401
2420	0.7486786957	0.3843092606
2421	0.7487183753	0.3842802685
2422	0.7487571346	0.3842530327
2423	0.7488120426	0.3842187725
2424	0.7488486023	0.3841982643
2425	0.7488876502	0.3841692956
2426	0.7489193234	0.38414675
2427	0.7489480701	0.3841244981
2428	0.7490077521	0.3840908413
2429	0.7490388073	0.3840629564
2430	0.7490801111	0.3840338877
2431	0.7491175816	0.3840072497
2432	0.7491606475	0.3839783413
2433	0.7492030222	0.3839498786
2434	0.7492574686	0.3839178142
2435	0.7493081005	0.3838886576
2436	0.7493754233	0.3838613671
2437	0.7494127789	0.3838321692
2438	0.7494650586	0.3838036618
2439	0.7495095983	0.3837732716
2440	0.7495381243	0.3837553545
2441	0.7495850892	0.3837241286
2442	0.7496364389	0.383688525
2443	0.7496777313	0.3836621268
2444	0.7497290035	0.3836288915
2445	0.7497741431	0.3835996747
2446	0.7498123093	0.3835738113
2447	0.7498524206	0.383543167
2448	0.7499016328	0.3835058569
2449	0.7499562754	0.3834664229
2450	0.7499927997	0.383442373
2451	0.7500525043	0.3834033094
2452	0.7500909221	0.3833751231
2453	0.7501318816	0.3833426652
2454	0.7501615112	0.3833218463
2455	0.7501946995	0.3832985663
2456	0.7502261265	0.3832755057
2457	0.7502790655	0.3832396529
2458	0.7503337802	0.3832043979
2459	0.75036123	0.383186876
2460	0.7504064569	0.3831565681
2461	0.7504464121	0.3831289244
2462	0.7504816368	0.3831063251
2463	0.7505231705	0.3830765895
2464	0.7505697237	0.3830449979
2465	0.7506215031	0.3830133668
2466	0.7506633963	0.3829865518
2467	0.7507142416	0.3829603697
2468	0.7507514662	0.3829341766
2469	0.7508014564	0.3829031368
2470	0.7508508532	0.3828726605
2471	0.7508951664	0.3828419303
2472	0.7509370228	0.3828122391
2473	0.7509909779	0.3827716628
2474	0.7510309125	0.3827452403
2475	0.7510775256	0.3827131714
2476	0.7511135223	0.3826907552
2477	0.751152199	0.3826602948
2478	0.7511999867	0.3826262057
2479	0.751232273	0.3826004872
2480	0.7512918287	0.3825692795
2481	0.7513435859	0.3825324721
2482	0.7513964456	0.3824992968
2483	0.7514393865	0.3824712552
2484	0.7514879566	0.3824442596
2485	0.7515272973	0.3824171261
2486	0.751576106	0.3823844923
2487	0.7516218724	0.3823577119
2488	0.7516526635	0.382335977
2489	0.7517118277	0.3823050539
2490	0.7517533481	0.3822771627
2491	0.7517860878	0.3822562914
2492	0.7518268146	0.3822287634
2493	0.7518673177	0.3822014017
2494	0.7519123798	0.3821678514
2495	0.7519569109	0.3821371431
2496	0.7519970313	0.3821068848
2497	0.7520297231	0.3820782712
2498	0.7520653732	0.382051048
2499	0.752116725	0.3820191846
2500	0.7521461269	0.382000384
2501	0.7522142992	0.3819539384
2502	0.7522946289	0.3819051427
2503	0.7523408604	0.3818729411
2504	0.7523885424	0.3818398006
2505	0.7524284972	0.3818160304
2506	0.7524574805	0.3817939941
2507	0.7524976088	0.3817668094
2508	0.7525474559	0.3817356941
2509	0.7525957248	0.381705273
2510	0.7526345357	0.3816748692
2511	0.7526902273	0.3816396441
2512	0.7527291891	0.3816130702
2513	0.7527612907	0.3815904503
2514	0.7528218639	0.3815582555
2515	0.752857127	0.3815333088
2516	0.7529100416	0.3814969106
2517	0.7529718912	0.381462915
2518	0.753017855	0.3814321493
2519	0.7530627368	0.3814015778
2520	0.7531334603	0.3813712949
2521	0.7531809715	0.3813399549
2522	0.7532071097	0.3813220507
2523	0.7532581478	0.3812869906
2524	0.7533019156	0.3812587038
2525	0.7533417639	0.381230031
2526	0.7533728754	0.3812050094
2527	0.7534064052	0.3811853456
2528	0.7534455368	0.3811576349
2529	0.7534876295	0.3811225868
2530	0.7535201719	0.3811026593
2531	0.7535510876	0.3810808894
2532	0.7536115678	0.3810396345
2533	0.7536537112	0.3810121453
2534	0.7536897164	0.3809864806
2535	0.7537224631	0.3809545146
2536	0.7537741572	0.3809251173
2537	0.7538165352	0.3808994563
2538	0.7538607019	0.3808739803
2539	0.7538933496	0.380853238
2540	0.7539690629	0.3808060325
2541	0.7540186123	0.3807714457
2542	0.7540620977	0.3807423238
2543	0.754106122	0.3807125332
2544	0.7541447847	0.3806864495
2545	0.7541930394	0.3806529501
2546	0.75424548	0.3806197869
2547	0.7542684003	0.3805986045
2548	0.7543479436	0.3805600887
2549	0.7543941078	0.3805308731
2550	0.7544273574	0.3805081362
2551	0.7544720747	0.3804788188
2552	0.7545146522	0.3804528858
2553	0.7545545691	0.3804282099
2554	0.7545890418	0.3804085586
2555	0.7546323218	0.3803782506
2556	0.7546979196	0.3803326773
2557	0.754740964	0.3803001353
2558	0.7547802203	0.3802722737
2559	0.7548281185	0.3802454359
2560	0.7548890506	0.3802074118
2561	0.7549428023	0.3801719458
2562	0.7549758871	0.38014041
2563	0.7550152511	0.3801181008
2564	0.7550439166	0.3800951212
2565	0.7550875412	0.3800648186
2566	0.7551397749	0.3800378918
2567	0.7551826234	0.3800122746
2568	0.7552229404	0.3799833248
2569	0.7552694342	0.3799553958
2570	0.7553054439	0.3799332617
2571	0.7553437558	0.3799055843
2572	0.7553813175	0.3798783843
2573	0.7554264305	0.3798475004
2574	0.7554673601	0.3798136511
2575	0.7555200998	0.3797838648
2576	0.7555682663	0.3797501734
2577	0.7556133213	0.3797233227
2578	0.7556460474	0.3796970228
2579	0.7557041212	0.3796601952
2580	0.7557508346	0.3796341773
2581	0.7558008154	0.3796053384
2582	0.7558442236	0.379571111
2583	0.7558936206	0.3795415999
2584	0.755937184	0.3795156807
2585	0.7559708749	0.3794892267
2586	0.7560087114	0.3794646022
2587	0.7560692874	0.3794218152
2588	0.7561224844	0.3793871271
2589	0.7561826703	0.3793527557
2590	0.7562226488	0.3793220659
2591	0.7562583556	0.3792917654
2592	0.7563014406	0.379268315
2593	0.7563269158	0.3792450808
2594	0.756365294	0.3792161039
2595	0.7564131405	0.3791812186
2596	0.7564450907	0.379160908
2597	0.7564875218	0.3791322497
2598	0.7565611769	0.3790962307
2599	0.7565953676	0.3790678516
2600	0.7566363138	0.3790454737
2601	0.7566714079	0.3790214983
2602	0.756709743	0.3789934637
2603	0.7567555807	0.3789627652
2604	0.7567837109	0.3789432767
2605	0.7568200594	0.3789168019
2606	0.7568763494	0.3788809701
2607	0.756922595	0.3788527089
2608	0.7569760255	0.3788224712
2609	0.7570113506	0.378795294
2610	0.7570525818	0.3787674345
2611	0.7570826955	0.378751378
2612	0.7571303901	0.3787264245
2613	0.75716216	0.3787066409
2614	0.7572065314	0.3786814433
2615	0.7572531051	0.3786502529
2616	0.7573050266	0.3786202528
2617	0.757347504	0.3785917136
2618	0.7573918579	0.3785617539
2619	0.7574479331	0.3785271464
2620	0.7574770123	0.3785078297
2621	0.7575177024	0.3784790643
2622	0.7575421523	0.3784624531
2623	0.7575842051	0.3784348879
2624	0.7576191225	0.3784089486
2625	0.7576796003	0.3783704292
2626	0.7577423682	0.3783358779
2627	0.7577872024	0.3783129077
2628	0.7578142434	0.3782839233
2629	0.7578379886	0.3782614549
2630	0.7578737835	0.3782361619
2631	0.7579264675	0.3782013235
2632	0.7579685071	0.3781749247
2633	0.7580296981	0.3781415608
2634	0.7580624233	0.3781184859
2635	0.758098966	0.3780918476
2636	0.7581563507	0.378054806
2637	0.7581924188	0.378030893
2638	0.7582471463	0.3779968603
2639	0.7582834817	0.377972775
2640	0.7583240712	0.3779418974
2641	0.7583755349	0.3779034416
2642	0.7584312975	0.3778644344
2643	0.7584686994	0.37784162
2644	0.7584956022	0.3778214519
2645	0.7585367624	0.3777940938
2646	0.7585871913	0.3777610697
2647	0.7586224192	0.3777376265
2648	0.7586634772	0.3777084245
2649	0.7586978493	0.3776849525
2650	0.7587343804	0.3776602481
2651	0.7587643939	0.3776367888
2652	0.7588341943	0.37759043
2653	0.7588730968	0.3775568198
2654	0.7589180111	0.3775217367
2655	0.7589586362	0.377493375
2656	0.7589985994	0.3774687205
2657	0.7590475107	0.3774364705
2658	0.7591080495	0.3774078101
2659	0.7591505994	0.3773784362
2660	0.7591889	0.3773503063
2661	0.7592266063	0.3773289306
2662	0.759255323	0.3773066614
2663	0.7593215123	0.3772616111
2664	0.7593613557	0.3772367889
2665	0.7593829858	0.3772156659
2666	0.7594316151	0.3771806924
2667	0.7594593396	0.3771617689
2668	0.75949135	0.377135649
2669	0.7595183742	0.3771158796
2670	0.7595612506	0.3770879004
2671	0.7596144105	0.3770546056
2672	0.7596512025	0.3770294077
2673	0.759704602	0.3769938437
2674	0.759758162	0.3769543295
2675	0.7597945643	0.3769282812
2676	0.7598337195	0.3768999454
2677	0.7598638475	0.3768699171
2678	0.7599116579	0.3768368966
2679	0.7599448171	0.3768116544
2680	0.7600026563	0.3767761952
2681	0.760041637	0.3767502242
2682	0.7600845024	0.3767248403
2683	0.7601129685	0.3767011032
2684	0.7601470161	0.3766785999
2685	0.7601860434	0.3766486697
2686	0.7602235309	0.3766209884
2687	0.7602710387	0.3765881661
2688	0.7603150815	0.3765521823
2689	0.7603537928	0.3765255831
2690	0.7603835279	0.376501271
2691	0.7604256387	0.3764702876
2692	0.7604847362	0.3764355219
2693	0.7605195804	0.3764118485
2694	0.7605823904	0.3763845874
2695	0.7606230618	0.3763599464
2696	0.7606736639	0.376324753
2697	0.7607144066	0.3762976392
2698	0.7607472137	0.3762692682
2699	0.760784864	0.3762425086
2700	0.7608436561	0.3762060155
2701	0.7608738735	0.3761838579
2702	0.7609136656	0.3761572847
2703	0.7609350691	0.3761366418
2704	0.7609726757	0.3761131098
2705	0.7610051214	0.3760864443
2706	0.7610500627	0.3760599862
2707	0.7611075942	0.3760305214
2708	0.7611346845	0.376012784
2709	0.761175577	0.3759901682
2710	0.7612158705	0.3759622894
2711	0.7612529508	0.3759392959
2712	0.7613064258	0.3759047701
2713	0.761330746	0.3758769987
2714	0.7613686651	0.3758511845
2715	0.7614106289	0.3758223447
2716	0.7614374737	0.3758039456
2717	0.7614965832	0.3757716337
2718	0.7615587373	0.3757280956
2719	0.7616246647	0.375686683
2720	0.7616660152	0.3756588819
2721	0.761720207	0.3756181566
2722	0.7617671155	0.3755879056
2723	0.7617941235	0.3755578076
2724	0.7618212418	0.375534105
2725	0.7618615887	0.3755059465
2726	0.7619087033	0.3754691936
2727	0.7619353547	0.3754483827
2728	0.7619758259	0.3754234885
2729	0.7620087204	0.3754026142
2730	0.7620479657	0.3753763224
2731	0.7620738516	0.375357872
2732	0.7621366756	0.375325478
2733	0.7621625867	0.3753024538
2734	0.7622126686	0.3752662789
2735	0.7622495236	0.3752393069
2736	0.7622941678	0.3752137162
2737	0.7623536068	0.375171461
2738	0.762402246	0.3751431627
2739	0.7624655543	0.3751029825
2740	0.76252539	0.3750765433
2741	0.7625712231	0.3750448306
2742	0.7626129649	0.3750189589
2743	0.762666892	0.3749804884
2744	0.7626922527	0.3749644439
2745	0.7627250487	0.3749370427
2746	0.7627690352	0.3749085619
2747	0.7628048409	0.3748798857
2748	0.7628581312	0.3748384083
2749	0.7629011152	0.3748089079
2750	0.7629298472	0.3747878491
2751	0.7629786349	0.3747631873
2752	0.7630145249	0.3747406359
2753	0.7630563892	0.3747108429
2754	0.7631082414	0.3746801943
2755	0.7631379239	0.3746620365
2756	0.7631701692	0.3746416677
2757	0.7632095951	0.3746137728
2758	0.7632642787	0.3745794276
2759	0.7633048057	0.3745518283
2760	0.7633409909	0.3745225003
2761	0.7633830608	0.3744979996
2762	0.7634311472	0.3744673216
2763	0.7634571655	0.3744447945
2764	0.7634983142	0.3744201194
2765	0.7635403434	0.3743957546
2766	0.7635830712	0.3743613896
2767	0.7636123332	0.374341508
2768	0.7636570646	0.3743095901
2769	0.7637082674	0.3742738596
2770	0.7637658372	0.3742464347
2771	0.7638114994	0.3742143899
2772	0.7638712945	0.3741702268
2773	0.7639123954	0.3741470859
2774	0.7639470277	0.3741313625
2775	0.7640017841	0.3740996491
2776	0.7640341321	0.3740771877
2777	0.7640548624	0.3740570112
2778	0.7640817844	0.3740365538
2779	0.7641306678	0.3739999953
2780	0.764209976	0.3739704205
2781	0.7642505044	0.3739419833
2782	0.7642852738	0.3739153787
2783	0.7643191121	0.3738893921
2784	0.7643503424	0.3738694968
2785	0.7644092934	0.3738366089
2786	0.7644503863	0.3738022673
2787	0.7644895563	0.3737774571
2788	0.7645300791	0.3737554441
2789	0.7645775066	0.3737217089
2790	0.7646331046	0.3736916692
2791	0.764676005	0.3736593557
2792	0.7647374518	0.3736162724
2793	0.7647664871	0.3735946393
2794	0.7648147939	0.3735668693
2795	0.7648535907	0.3735401174
2796	0.7648823282	0.3735210757
2797	0.7649380127	0.3734817213
2798	0.7649903047	0.3734500699
2799	0.7650567667	0.3734050325
2800	0.7650942152	0.3733815509
2801	0.7651507396	0.3733452704
2802	0.7652146891	0.3733014562
2803	0.7652509767	0.3732763039
2804	0.7653039668	0.3732438157
2805	0.7653527043	0.3732044863
2806	0.7654029309	0.3731635523
2807	0.7654502807	0.3731293829
2808	0.7654876761	0.3730949883
2809	0.7655489496	0.3730524804
2810	0.7656050301	0.3730123624
2811	0.7656518945	0.3729838064
2812	0.7657185184	0.3729387931
2813	0.7657721988	0.3729032413
2814	0.7658313096	0.372862232
2815	0.7658836366	0.3728275042
2816	0.7659300084	0.3727937058
2817	0.765972145	0.3727661337
2818	0.7660058449	0.3727335366
2819	0.7660755277	0.3726883934
2820	0.7661309732	0.3726488905
2821	0.7661803157	0.372618023
2822	0.7662148467	0.372595303
2823	0.7662655725	0.3725554564
2824	0.7663114015	0.3725199053
2825	0.7663546267	0.3724813804
2826	0.7664327345	0.3724352304
2827	0.7664836162	0.3723976153
2828	0.7665263058	0.3723711913
2829	0.7665753954	0.372338183
2830	0.7666413667	0.3722943434
2831	0.7666838606	0.3722626944
2832	0.7667452693	0.3722234852
2833	0.7667923936	0.3721941814
2834	0.7668539773	0.3721524121
2835	0.7669010059	0.372122136
2836	0.766945623	0.3720930916
2837	0.7669976352	0.3720576151
2838	0.7670416809	0.3720283409
2839	0.7670728542	0.372004707
2840	0.7671100683	0.3719813072
2841	0.7671698749	0.3719407878
2842	0.76722697	0.3718970619
2843	0.7672624933	0.3718652577
2844	0.7673106511	0.3718295193
2845	0.7673542881	0.3717959855
2846	0.7673887102	0.3717715042
2847	0.7674321957	0.3717396471
2848	0.7674790411	0.3717083303
2849	0.7675323546	0.3716652517
2850	0.7675794799	0.3716382845
2851	0.7676365932	0.3715994269
2852	0.7676915339	0.3715616714
2853	0.7677374765	0.3715288456
2854	0.7677903911	0.3714922172
2855	0.7678440139	0.3714506105
2856	0.7678882659	0.3714233184
2857	0.7679385202	0.3713894735
2858	0.7679835861	0.3713554839
2859	0.7680336011	0.3713221148
2860	0.7680847734	0.3712868158
2861	0.7681345278	0.3712525042
2862	0.7681835878	0.3712146923
2863	0.7682464582	0.3711700176
2864	0.7682923747	0.3711346217
2865	0.7683401343	0.3710932092
2866	0.7684019046	0.371045994
2867	0.7684496689	0.3710129004
2868	0.768492639	0.3709834751
2869	0.768539865	0.3709469453
2870	0.7685970545	0.3709127735
2871	0.7686446782	0.370882697
2872	0.7686909274	0.3708507536
2873	0.7687410176	0.3708119878
2874	0.7687831384	0.3707818055
2875	0.7688246541	0.3707532801
2876	0.7688708603	0.370724107
2877	0.7689304552	0.3706814197
2878	0.7689762255	0.3706466378
2879	0.7690233772	0.3706150944
2880	0.7690668076	0.370584385
2881	0.7691105755	0.3705521115
2882	0.7691484506	0.3705230096
2883	0.7691902792	0.3704916938
2884	0.7692478674	0.3704503467
2885	0.769287494	0.3704215651
2886	0.7693268866	0.3703940815
2887	0.7693671876	0.3703652131
2888	0.76940747	0.3703367158
2889	0.7694499875	0.3703086012
2890	0.7694929241	0.3702809078
2891	0.7695389266	0.3702504737
2892	0.7696009506	0.3702091456
2893	0.7696552656	0.3701764044
2894	0.7696889697	0.3701540528
2895	0.7697384895	0.3701219693
2896	0.7697763147	0.3700942647
2897	0.7698244297	0.3700627825
2898	0.7698662285	0.3700358077
2899	0.7699109924	0.3700059981
2900	0.7699368948	0.3699908149
2901	0.7699805707	0.3699591954
2902	0.770015535	0.3699396839
2903	0.7700558763	0.3699147549
2904	0.7700835146	0.3698926679
2905	0.7701204389	0.3698644033
2906	0.7701800244	0.369828654
2907	0.7702189066	0.3698007538
2908	0.7702578676	0.3697717118
2909	0.7702904022	0.3697480659
2910	0.7703313727	0.3697150895
2911	0.7703828403	0.3696833936
2912	0.7704204918	0.3696569896
2913	0.7704651854	0.3696250186
2914	0.7705290992	0.3695901096
2915	0.7705662229	0.3695675502
2916	0.7706000463	0.3695441606
2917	0.770649835	0.3695097555
2918	0.7706946366	0.3694822092
2919	0.7707444796	0.3694492043
2920	0.7707791086	0.3694274957
2921	0.7708195245	0.3694012993
2922	0.7708672574	0.3693704837
2923	0.7709048848	0.3693435758
2924	0.7709652926	0.3693123608
2925	0.7710095723	0.3692852428
2926	0.7710502096	0.3692557639
2927	0.7710803606	0.3692327541
2928	0.7711259452	0.3692012533
2929	0.7711655107	0.369178186
2930	0.7712187895	0.3691400767
2931	0.7712606407	0.3691072539
2932	0.7713015668	0.3690782823
2933	0.7713594906	0.3690425744
2934	0.7714133184	0.3690110317
2935	0.7714564962	0.3689809181
2936	0.7714924945	0.3689601882
2937	0.7715448221	0.3689307697
2938	0.7716021011	0.3688889565
2939	0.7716401762	0.3688606427
2940	0.7716943497	0.3688230073
2941	0.7717288988	0.3688027802
2942	0.7717694649	0.3687716739
2943	0.7718107289	0.3687420021
2944	0.7718478598	0.368717597
2945	0.7718722658	0.3686955965
2946	0.7719261893	0.3686692214
2947	0.7719693115	0.3686386839
2948	0.772028171	0.3685972199
2949	0.7720651696	0.3685709155
2950	0.7720999432	0.3685496154
2951	0.7721404765	0.3685198958
2952	0.7721765268	0.3684974031
2953	0.7722272458	0.3684650565
2954	0.772278805	0.3684355985
2955	0.7723219303	0.3684048505
2956	0.7723802292	0.3683634864
2957	0.7724291661	0.3683321012
2958	0.7724790739	0.3682985191
2959	0.7725106105	0.3682737347
2960	0.7725453483	0.3682534947
2961	0.7725803973	0.3682309684
2962	0.7726188143	0.3682057691
2963	0.7726534253	0.3681838719
2964	0.7727002048	0.3681527608
2965	0.7727270554	0.3681305774
2966	0.7727585817	0.368109086
2967	0.7728148368	0.3680742256
2968	0.7728454458	0.368052847
2969	0.7728842357	0.3680298057
2970	0.7729355065	0.3679978683
2971	0.7729612892	0.367976594
2972	0.7729974682	0.3679513575
2973	0.7730488424	0.3679224252
2974	0.7730824629	0.3679028133
2975	0.7731192956	0.3678782928
2976	0.7731524762	0.3678586261
2977	0.7732153734	0.3678158196
2978	0.7732392293	0.3677932594
2979	0.7732726568	0.3677724837
2980	0.7733085135	0.36775165
2981	0.7733460191	0.3677279031
2982	0.7733817568	0.3677064463
2983	0.7734246295	0.3676832334
2984	0.7734559002	0.3676603579
2985	0.7734916066	0.3676365201
2986	0.7735391277	0.3676049129
2987	0.7735826223	0.3675803976
2988	0.7736223367	0.3675556574
2989	0.7736893133	0.3675153666
2990	0.7737308685	0.367481292
2991	0.7738030253	0.3674536328
2992	0.7738408983	0.3674258922
2993	0.7738792759	0.3673986757
2994	0.773914807	0.3673776883
2995	0.7739506888	0.3673561291
2996	0.773996762	0.367322384
2997	0.7740274062	0.367303458
2998	0.7740928686	0.3672730206
2999	0.7741415296	0.3672445905
3000	0.7741887544	0.3672162228
3001	0.7742293481	0.3671879264
3002	0.7742677954	0.3671594498
3003	0.7742957314	0.3671308295
3004	0.7743310834	0.3671048734
3005	0.7743702086	0.3670724473
3006	0.7744118588	0.36705017
3007	0.7744518052	0.3670272933
3008	0.7745040117	0.3669958368
3009	0.7745345024	0.3669730292
3010	0.7746005481	0.366933775
3011	0.7746415465	0.3669108495
3012	0.7746964551	0.3668768554
3013	0.7747252244	0.3668579903
3014	0.7747714866	0.3668275675
3015	0.7748207398	0.3667976543
3016	0.7748562157	0.3667747236
3017	0.7749054804	0.3667414023
3018	0.7749538088	0.3667103896
3019	0.7749995619	0.3666795287
3020	0.775032784	0.3666554608
3021	0.7750859181	0.3666176711
3022	0.7751557034	0.3665664414
3023	0.7751956766	0.3665411637
3024	0.7752315683	0.3665149262
3025	0.7752656199	0.3664897323
3026	0.7753133149	0.3664594051
3027	0.7753641371	0.3664261919
3028	0.7754055411	0.3663981607
3029	0.7754398371	0.3663753374
3030	0.7755039414	0.3663370105
3031	0.7755316286	0.3663154094
3032	0.7755710981	0.3662878315
3033	0.7756333903	0.3662583939
3034	0.7756727686	0.366233085
3035	0.7757280198	0.3661928219
3036	0.775767389	0.3661683837
3037	0.7757907489	0.3661517354
3038	0.7758410317	0.3661158566
3039	0.7759040873	0.3660809074
3040	0.7759540045	0.3660443719
3041	0.7760250201	0.3659979865
3042	0.7760540689	0.3659648173
3043	0.7760865479	0.365945768
3044	0.7761295043	0.3659180221
3045	0.7761743117	0.3658942486
3046	0.776199143	0.3658773742
3047	0.7762459449	0.3658544236
3048	0.7762699577	0.3658387924
3049	0.7763336124	0.3658062742
3050	0.7763722887	0.3657793661
3051	0.7764117732	0.3657522203
3052	0.7764643235	0.3657206593
3053	0.7764967323	0.3656973243
3054	0.7765458081	0.3656682048
3055	0.7765806461	0.3656477717
3056	0.7766188267	0.3656178664
3057	0.7766585426	0.3655895911
3058	0.7767176028	0.3655565734
3059	0.7767825418	0.3655219879
3060	0.776820831	0.3654942215
3061	0.7768758732	0.3654600828
3062	0.7769186148	0.3654326464
3063	0.7769457732	0.3654008287
3064	0.7769730398	0.3653821275
3065	0.7770019706	0.3653595394
3066	0.7770428954	0.3653343967
3067	0.7770784735	0.3653102377
3068	0.7771191249	0.3652759989
3069	0.7771650265	0.3652486377
3070	0.7772044509	0.3652226353
3071	0.7772463065	0.3651920836
3072	0.7772947262	0.3651633779
3073	0.7773420157	0.3651319668
3074	0.7773907698	0.3650997698
3075	0.7774185075	0.3650783443
3076	0.7774471424	0.3650608711
3077	0.7774764522	0.3650351933
3078	0.7775335395	0.3650022387
3079	0.7775744399	0.3649695303
3080	0.7775966967	0.3649515556
3081	0.7776394999	0.3649262953
3082	0.7776873095	0.3648975828
3083	0.7777253202	0.3648704081
3084	0.777767295	0.3648417649
3085	0.7777917842	0.3648196762
3086	0.7778153801	0.364802756
3087	0.7778648132	0.3647703583
3088	0.7778943619	0.3647506255
3089	0.7779565105	0.364712653
3090	0.7779934803	0.3646888052
3091	0.7780221395	0.364667279
3092	0.7780879768	0.3646178766
3093	0.7781285538	0.3645865914
3094	0.7781554943	0.3645652289
3095	0.7782234489	0.3645204508
3096	0.7782779955	0.3644839362
3097	0.7783192661	0.3644519848
3098	0.7783627638	0.3644229478
3099	0.7784043484	0.3643962342
3100	0.778450855	0.3643648972
3101	0.7784879564	0.3643427958
3102	0.778518502	0.3643222553
3103	0.7785557502	0.3642983425
3104	0.7785839078	0.3642775856
3105	0.7786100728	0.3642572521
3106	0.7786582601	0.3642224503
3107	0.7786994817	0.3641941638
3108	0.7787472252	0.3641683585
3109	0.7787999718	0.3641295541
3110	0.7788461281	0.3640998975
3111	0.7788902169	0.3640725353
3112	0.7789239204	0.3640482035
3113	0.7789718207	0.3640175123
3114	0.7790073411	0.3639967198
3115	0.77903486	0.3639779243
3116	0.7790686268	0.3639574055
3117	0.7791093242	0.3639311725
3118	0.7791580707	0.363906104
3119	0.7791878843	0.3638870452
3120	0.7792205158	0.3638673122
3121	0.7792499937	0.3638452405
3122	0.7792936986	0.3638190615
3123	0.7793262687	0.3637909879
3124	0.7793496235	0.3637709896
3125	0.7793732135	0.3637522061
3126	0.7794021691	0.363730354
3127	0.7794405441	0.3637072601
3128	0.7794773132	0.3636790961
3129	0.7795078344	0.3636606482
3130	0.7795445698	0.3636341773
3131	0.779582274	0.3636073149
3132	0.7796117606	0.3635806552
3133	0.7796696016	0.363548089
3134	0.7797069555	0.3635216739
3135	0.7797409896	0.3635002614
3136	0.7797733845	0.3634765134
3137	0.7798083602	0.3634526624
3138	0.7798564595	0.3634223236
3139	0.7798889237	0.363400586
3140	0.7799290357	0.3633735447
3141	0.779962575	0.3633511169
3142	0.7800117891	0.3633197472
3143	0.7800485759	0.363290255
3144	0.78009222	0.3632617522
3145	0.7801457731	0.3632323783
3146	0.7802044858	0.3631991712
3147	0.7802372183	0.3631777564
3148	0.7802622093	0.3631579502
3149	0.7803142758	0.363119468
3150	0.7803573319	0.3630905569
3151	0.7804031078	0.3630571545
3152	0.7804360341	0.3630362556
3153	0.7804788857	0.3630061155
3154	0.7805156856	0.3629836128
3155	0.7805553214	0.362957569
3156	0.7805827819	0.3629367564
3157	0.7806132714	0.3629181766
3158	0.7806525381	0.3628945949
3159	0.7806916568	0.3628681288
3160	0.78071702	0.3628497396
3161	0.78076171	0.3628182733
3162	0.7807982551	0.3627966229
3163	0.7808362929	0.3627698413
3164	0.7808692219	0.3627481603
3165	0.7809134049	0.3627206263
3166	0.7809540638	0.3626954985
3167	0.780979734	0.3626759366
3168	0.781010527	0.362655428
3169	0.7810728659	0.3626077213
3170	0.7811362426	0.3625723081
3171	0.7811843984	0.3625418128
3172	0.7812350167	0.3625113144
3173	0.7812694697	0.3624894944
3174	0.7812977628	0.3624709929
3175	0.7813243017	0.3624505934
3176	0.78136987	0.3624169834
3177	0.781410283	0.3623929348
3178	0.7814503981	0.3623639549
3179	0.7814962469	0.3623361032
3180	0.7815429238	0.362307226
3181	0.7815770082	0.3622854797
3182	0.7816316532	0.3622543963
3183	0.7816708432	0.3622270879
3184	0.7816966624	0.3622069881
3185	0.7817275622	0.3621866886
3186	0.7817493128	0.3621673903
3187	0.7817872632	0.3621309275
3188	0.7818181259	0.3621078398
3189	0.7818773247	0.3620767634
3190	0.7819132265	0.3620471545
3191	0.781949799	0.3620256217
3192	0.7819799637	0.3620036177
3193	0.7820254382	0.3619715296
3194	0.7820516021	0.3619513136
3195	0.7820969936	0.3619206221
3196	0.7821373057	0.3618991618
3197	0.7821764115	0.3618752467
3198	0.7822214584	0.3618456426
3199	0.7822606552	0.3618223146
3200	0.7822958251	0.361798204
3201	0.7823274294	0.3617748173
